TransactionID,community,isFraud,TransactionAmt
2987195,30,0,59.0
2987196,30,0,8.641
2987197,30,0,66.0
2987198,30,0,15.0
2987199,30,0,19.455
2987200,30,0,34.0
2987201,30,0,2547.46
2987202,30,0,47.95
2987203,30,1,445.0
2987204,30,0,47.95
2987205,30,0,28.699
2987206,30,0,39.0
2987207,30,0,25.0
2987208,30,0,120.95
2987209,30,0,21.993
2987210,30,0,2948.95
2987211,30,0,15.0
2987212,30,0,117.0
2987213,30,0,499.95
2987214,30,0,99.0
2987215,30,0,209.95
2987216,30,0,100.0
2987217,30,0,15.0
2987218,30,0,117.0
2987219,30,0,50.0
2987220,30,0,49.0
2987221,30,0,68.5
2987222,30,0,590.4
2987223,30,0,54.0
2987224,30,0,67.95
2987225,30,0,43.0
2987226,30,0,39.0
2987227,30,0,1973.0
2987228,30,0,75.0
2987229,30,0,49.0
2987230,30,0,107.95
2987231,30,0,474.95
2987232,30,0,25.95
2987233,30,0,116.0
2987234,30,0,150.5
2987235,30,0,50.0
2987236,30,0,30.0
2987237,30,0,200.0
2987238,30,0,226.0
2987239,30,0,171.0
2987240,30,1,37.098
2987241,30,0,250.0
2987242,30,0,24.95
2987243,30,1,37.098
2987244,30,0,15.0
2987245,30,1,37.098
2987246,30,0,50.0
2987247,30,0,58.95
2987248,30,0,50.0
2987249,30,0,78.95
2987250,30,0,289.95
2987251,30,0,100.0
2987252,30,0,48.638
2987253,30,0,200.0
2987254,30,0,54.5
2987255,30,0,54.0
2987256,30,0,108.95
2987257,30,0,2038.95
2987258,30,0,48.638
2987259,30,0,42.596
2987260,30,0,34.5
2987261,30,0,59.0
2987262,30,0,55.829
2987263,30,0,385.78
2987264,30,0,48.95
2987265,30,0,50.0
2987266,30,0,48.578
2987267,30,0,29.0
2987268,30,0,30.95
2987269,30,0,25.0
2987270,30,0,50.0
2987271,30,0,50.0
2987272,30,0,25.0
2987273,30,0,200.0
2987274,30,0,222.0
2987275,30,0,25.0
2987276,30,0,450.95
2987277,30,0,30.0
2987278,30,0,120.95
2987279,30,0,59.0
2987280,30,0,50.0
2987281,30,0,30.0
2987282,30,0,50.0
2987283,30,0,57.95
2987284,30,0,18.73
2987285,30,0,34.0
2987286,30,0,72.99
2987287,30,0,25.014
2987288,30,1,155.521
2987289,30,0,107.95
2987290,30,0,30.0
2987291,30,0,26.5
2987292,30,0,15.0
2987293,30,0,117.0
2987294,30,0,59.0
2987295,30,0,112.0
2987296,30,0,160.5
2987297,30,0,200.0
2987298,30,0,107.95
2987299,30,0,72.99
2987300,30,0,48.638
2987301,30,0,20.905
2987302,30,0,48.638
2987303,30,0,1351.55
2987304,30,0,554.0
2987305,30,0,48.638
2987306,30,0,20.0
2987307,30,0,159.95
2987308,30,0,25.95
2987309,30,0,25.95
2987310,30,0,105.0
2987311,30,0,50.0
2987312,30,0,25.0
2987313,30,0,83.95
2987314,30,0,54.0
2987315,30,0,364.95
2987316,30,0,19.576
2987317,30,0,335.0
2987318,30,0,39.0
2987319,30,0,300.0
2987320,30,0,82.95
2987321,30,0,108.5
2987322,30,0,219.95
2987323,30,0,107.95
2987324,30,0,412.73
2987325,30,0,354.95
2987326,30,0,107.95
2987327,30,0,125.0
2987328,30,0,16.857
2987329,30,0,160.5
2987330,30,0,25.0
2987331,30,0,105.95
2987332,30,0,100.0
2987333,30,0,30.0
2987334,30,0,524.0
2987335,30,0,100.0
2987336,30,0,100.0
2987337,30,0,50.0
2987338,30,0,100.0
2987339,30,0,33.25
2987340,30,0,157.95
2987341,30,0,648.95
2987342,30,0,335.0
2987343,30,0,57.95
2987344,30,0,117.0
2987345,30,0,711.93
2987346,30,0,107.95
2987347,30,0,60.0
2987348,30,0,59.0
2987349,30,0,59.0
2987350,30,0,26.5
2987351,30,0,35.95
2987352,30,0,26.947
2987353,30,0,500.0
2987354,30,0,58.0
2987355,30,0,500.0
2987356,30,0,209.95
2987357,30,0,25.0
2987358,30,0,59.0
2987359,30,0,107.95
2987360,30,0,226.0
2987361,30,0,500.0
2987362,30,0,462.95
2987363,30,0,29.5
2987364,30,0,161.0
2987365,30,0,103.95
2987366,30,0,20.0
2987367,30,1,225.0
2987368,30,0,7.372
2987369,30,0,30.95
2987370,30,0,160.5
2987371,30,0,44.0
2987372,30,0,70.0
2987373,30,0,36.95
2987374,30,0,500.0
2987375,30,0,25.95
2987376,30,0,30.0
2987377,30,0,159.95
2987378,30,0,29.0
2987379,30,0,209.95
2987380,30,0,28.639
2987381,30,0,24.5
2987382,30,0,27.5
2987383,30,0,40.0
2987384,30,0,57.822
2987385,30,0,15.95
2987386,30,0,43.019
2987387,30,0,40.0
2987388,30,0,22.97
2987389,30,0,150.0
2987390,30,0,20.0
2987391,30,0,107.95
2987392,30,0,50.0
2987393,30,0,59.0
2987394,30,0,344.95
2987395,30,0,59.0
2987396,30,0,240.95
2987397,30,0,50.0
2987398,30,0,15.468
2987399,30,0,54.29
2987400,30,0,129.95
2987401,30,0,250.0
2987402,30,0,49.0
2987403,30,0,311.95
2987404,30,0,50.0
2987405,30,1,90.57
2987406,30,0,50.0
2987407,30,0,500.0
2987408,30,0,50.0
2987409,30,0,210.95
2987410,30,0,54.5
2987411,30,0,40.0
2987412,30,0,35.044
2987413,30,0,47.95
2987414,30,0,34.95
2987415,30,0,60.0
2987416,30,0,35.0
2987417,30,0,315.0
2987418,30,0,49.0
2987419,30,0,25.0
2987420,30,0,200.0
2987421,30,0,107.95
2987422,30,0,39.0
2987423,30,0,29.95
2987424,30,0,1472.47
2987425,30,0,30.0
2987426,30,0,226.0
2987427,30,0,100.0
2987428,30,0,222.48
2987429,30,0,7.493
2987430,30,0,53.95
2987431,30,0,164.95
2987432,30,0,57.95
2987433,30,0,100.0
2987434,30,0,50.0
2987435,30,0,25.0
2987436,30,0,100.0
2987437,30,0,100.0
2987438,30,0,12.326
2987439,30,0,66.885
2987440,30,0,100.0
2987441,30,0,107.95
2987442,30,0,3162.95
2987443,30,0,32.325
2987444,30,0,2267.47
2987445,30,0,30.0
2987446,30,0,50.0
2987447,30,0,59.0
2987448,30,0,24.0
2987449,30,0,200.0
2987450,30,0,15.0
2987451,30,0,59.0
2987452,30,0,68.95
2987453,30,0,30.0
2987454,30,0,59.0
2987455,30,0,150.0
2987456,30,0,7.251
2987457,30,0,50.0
2987458,30,0,3162.95
2987459,30,0,43.97
2987460,30,0,88.0
2987461,30,0,7.0
2987462,30,0,150.0
2987463,30,0,100.0
2987464,30,0,146.0
2987465,30,0,16.313
2987466,30,0,50.0
2987467,30,0,75.0
2987468,30,0,200.0
2987469,30,0,40.0
2987470,30,0,58.95
2987471,30,0,30.95
2987472,30,0,140.0
2987473,30,0,58.95
2987474,30,0,82.95
2987475,30,0,67.95
2987476,30,0,37.763
2987477,30,0,100.0
2987478,30,0,335.0
2987479,30,0,57.95
2987480,30,0,59.0
2987481,30,0,109.0
2987482,30,0,25.0
2987483,30,0,68.95
2987484,30,0,31.95
2987485,30,0,25.0
2987486,30,0,20.0
2987487,30,0,59.0
2987488,30,0,15.105
2987489,30,0,8.7
2987490,30,0,100.0
2987491,30,0,150.0
2987492,30,0,350.23
2987493,30,0,200.0
2987494,30,0,303.95
2987495,30,0,250.0
2987496,30,0,107.95
2987497,30,0,39.0
2987498,30,0,100.0
2987499,30,0,9.425
2987500,30,0,108.5
2987501,30,0,27.793
2987502,30,0,68.95
2987503,30,0,36.95
2987504,30,0,50.0
2987505,30,0,25.0
2987506,30,0,424.95
2987507,30,0,120.0
2987508,30,0,150.0
2987509,30,0,3000.0
2987510,30,0,500.0
2987511,30,0,209.95
2987512,30,0,107.95
2987513,30,0,26.95
2987514,30,0,250.0
2987515,30,0,35.0
2987516,30,0,2424.95
2987517,30,0,9.305
2987518,30,0,367.95
2987519,30,0,57.95
2987520,30,0,175.0
2987521,30,0,6.0
2987522,30,0,82.0
2987523,30,0,100.0
2987524,30,0,15.0
2987525,30,0,31.95
2987526,30,0,201.0
2987527,30,0,150.0
2987528,30,0,100.0
2987529,30,0,50.0
2987530,30,0,58.95
2987531,30,0,50.0
2987532,30,0,75.0
2987533,30,0,311.95
2987534,30,0,19.95
2987535,30,0,40.361
2987536,30,0,77.0
2987537,30,0,50.0
2987538,30,0,209.95
2987539,30,0,47.95
2987540,30,0,59.0
2987541,30,0,107.95
2987542,30,0,58.95
2987543,30,0,100.0
2987544,30,0,125.0
2987545,30,0,171.0
2987546,30,0,35.0
2987547,30,0,64.649
2987548,30,0,2294.95
2987549,30,0,60.0
2987550,30,0,27.31
2987551,30,0,10.996
2987552,30,0,80.0
2987553,30,0,42.596
2987554,30,0,335.0
2987555,30,0,75.0
2987556,30,0,41.146
2987557,30,0,50.0
2987558,30,0,100.0
2987559,30,0,59.0
2987560,30,0,203.374
2987561,30,0,300.0
2987562,30,0,422.5
2987563,30,0,50.0
2987564,30,0,49.0
2987565,30,0,27.95
2987566,30,0,554.0
2987567,30,0,39.0
2987568,30,0,49.0
2987569,30,0,113.95
2987570,30,0,150.5
2987571,30,0,1.896
2987572,30,0,50.0
2987573,30,0,49.0
2987574,30,0,103.97
2987575,30,0,117.0
2987576,30,0,50.0
2987577,30,0,6.477
2987578,30,0,50.0
2987579,30,0,57.822
2987580,30,0,49.0
2987581,30,0,210.95
2987582,30,0,30.0
2987583,30,0,226.0
2987584,30,0,32.325
2987585,30,0,100.0
2987586,30,0,107.95
2987587,30,0,44.0
2987588,30,0,40.0
2987589,30,0,200.0
2987590,30,0,150.0
2987591,30,0,73.95
2987592,30,0,9.788
2987593,30,0,140.0
2987594,30,0,100.0
2987595,30,0,59.0
2987596,30,0,5.4
2987597,30,0,107.95
2987598,30,0,34.017
2987599,30,0,209.95
2987600,30,0,171.0
2987601,30,0,25.0
2987602,30,0,30.0
2987603,30,0,30.0
2987604,30,0,34.95
2987605,30,0,10.0
2987606,30,0,49.0
2987607,30,0,53.411
2987608,30,0,6.0
2987609,30,0,49.0
2987610,30,0,50.0
2987611,30,0,361.95
2987612,30,0,5.4
2987613,30,0,50.632
2987614,30,0,424.95
2987615,30,0,47.95
2987616,30,0,107.95
2987617,30,0,59.453
2987618,30,0,5.4
2987619,30,0,30.95
2987620,30,0,150.0
2987621,30,0,25.0
2987622,30,0,30.0
2987623,30,0,71.477
2987624,30,0,35.95
2987625,30,0,14.38
2987626,30,0,67.95
2987627,30,0,82.95
2987628,30,0,104.47
2987629,30,0,140.58
2987630,30,1,12.326
2987631,30,0,210.0
2987632,30,0,129.95
2987633,30,0,15.0
2987634,30,0,161.2
2987635,30,0,10.0
2987636,30,0,29.0
2987637,30,0,70.51
2987638,30,0,63.26
2987639,30,0,33.231
2987640,30,0,159.95
2987641,30,0,12.326
2987642,30,0,21.0
2987643,30,0,30.0
2987644,30,0,47.95
2987645,30,0,91.05
2987646,30,0,50.0
2987647,30,0,171.0
2987648,30,0,25.0
2987649,30,0,48.95
2987650,30,0,25.0
2987651,30,0,42.95
2987652,30,0,569.95
2987653,30,0,15.709
2987654,30,0,59.95
2987655,30,0,107.95
2987656,30,0,59.0
2987657,30,0,29.0
2987658,30,0,226.0
2987659,30,0,100.0
2987660,30,0,127.788
2987661,30,0,40.0
2987662,30,0,171.0
2987663,30,0,369.95
2987664,30,0,16.012
2987665,30,0,59.0
2987666,30,0,61.749
2987667,30,0,47.95
2987668,30,0,24.047
2987669,30,0,1183.95
2987670,30,0,59.0
2987671,30,0,44.5
2987672,30,0,25.376
2987673,30,0,10.0
2987674,30,0,59.54
2987675,30,0,109.47
2987676,30,0,159.0
2987677,30,0,50.0
2987678,30,0,50.0
2987679,30,0,107.95
2987680,30,0,62.95
2987681,30,0,85.192
2987682,30,0,25.0
2987683,30,1,124.344
2987684,30,0,117.0
2987685,30,0,138.5
2987686,30,0,73.471
2987687,30,0,39.5
2987688,30,0,105.0
2987689,30,0,100.0
2987690,30,0,57.95
2987691,30,0,34.95
2987692,30,0,8.459
2987693,30,0,85.192
2987694,30,0,65.0
2987695,30,0,30.0
2987696,30,0,36.252
2987697,30,0,44.0
2987698,30,0,65.0
2987699,30,0,65.0
2987700,30,0,59.0
2987701,30,0,50.0
2987702,30,0,100.0
2987703,30,0,108.5
2987704,30,0,822.47
2987705,30,0,77.0
2987706,30,0,57.95
2987707,30,0,67.95
2987708,30,0,49.0
2987709,30,0,54.47
2987710,30,0,85.192
2987711,30,0,50.0
2987712,30,0,10.0
2987713,30,0,42.95
2987714,30,0,59.0
2987715,30,0,200.0
2987716,30,0,57.95
2987717,30,0,39.0
2987718,30,0,50.0
2987719,30,0,114.95
2987720,30,0,26.95
2987721,30,0,44.0
2987722,30,0,205.95
2987723,30,0,60.0
2987724,30,0,25.0
2987725,30,0,53.97
2987726,30,0,30.0
2987727,30,0,209.95
2987728,30,0,49.0
2987729,30,0,29.95
2987730,30,0,43.563
2987731,30,0,77.0
2987732,30,0,100.0
2987733,30,0,150.0
2987734,30,0,445.0
2987735,30,0,150.0
2987736,30,1,100.0
2987737,30,0,23.47
2987738,30,0,150.0
2987739,30,0,26.654
2987740,30,0,135.95
2987741,30,0,25.0
2987742,30,0,159.95
2987743,30,0,90.0
2987744,30,0,50.0
2987745,30,0,46.5
2987746,30,0,28.277
2987747,30,0,85.192
2987748,30,0,50.0
2987749,30,0,92.0
2987750,30,0,60.058
2987751,30,0,200.0
2987752,30,0,96.974
2987753,30,0,173.0
2987754,30,0,15.0
2987755,30,0,39.0
2987756,30,0,80.0
2987757,30,0,29.0
2987758,30,0,23.201
2987759,30,0,200.0
2987760,30,0,112.99
2987761,30,0,78.95
2987762,30,0,129.95
2987763,30,0,100.0
2987764,30,0,50.0
2987765,30,0,600.0
2987766,30,0,64.529
2987767,30,0,209.95
2987768,30,0,10.755
2987769,30,0,14.501
2987770,30,0,53.97
2987771,30,0,25.0
2987772,30,0,30.95
2987773,30,0,600.0
2987774,30,0,65.0
2987775,30,0,107.95
2987776,30,0,650.0
2987777,30,0,150.929
2987778,30,0,890.95
2987779,30,1,10.0
2987780,30,1,10.0
2987781,30,1,10.0
2987782,30,0,58.95
2987783,30,0,99.95
2987784,30,0,14.26
2987785,30,0,45.0
2987786,30,0,209.95
2987787,30,0,724.0
2987788,30,0,45.0
2987789,30,0,24.228
2987790,30,0,100.0
2987791,30,0,85.192
2987792,30,0,20.18
2987793,30,0,20.0
2987794,30,0,25.95
2987795,30,0,10.755
2987796,30,0,30.0
2987797,30,0,20.95
2987798,30,0,108.5
2987799,30,0,107.95
2987800,30,0,23.926
2987801,30,0,317.5
2987802,30,0,89.36
2987803,30,0,2325.97
2987804,30,0,63.26
2987805,30,0,50.0
2987806,30,0,44.95
2987807,30,0,34.0
2987808,30,0,59.0
2987809,30,0,30.95
2987810,30,0,261.95
2987811,30,0,42.95
2987812,30,0,49.41
2987813,30,0,58.95
2987814,30,0,279.95
2987815,30,0,129.299
2987816,30,0,714.72
2987817,30,0,254.0
2987818,30,0,12.0
2987819,30,0,90.993
2987820,30,0,80.963
2987821,30,0,400.0
2987822,30,0,100.0
2987823,30,0,100.0
2987824,30,0,554.0
2987825,30,0,44.892
2987826,30,0,824.95
2987827,30,0,42.05
2987828,30,0,64.649
2987829,30,0,50.0
2987830,30,0,60.0
2987831,30,0,125.0
2987832,30,0,160.5
2987833,30,0,44.5
2987834,30,0,20.0
2987835,30,0,25.86
2987836,30,0,482.95
2987837,30,0,41.811
2987838,30,0,51.357
2987839,30,0,80.963
2987840,30,0,117.0
2987841,30,0,226.0
2987842,30,0,1285.5
2987843,30,0,117.0
2987844,30,0,21.389
2987845,30,0,42.95
2987846,30,0,554.0
2987847,30,0,200.0
2987848,30,0,54.015
2987849,30,0,42.294
2987850,30,0,100.0
2987851,30,0,213.0
2987852,30,0,289.95
2987853,30,0,80.963
2987854,30,0,118.423
2987855,30,0,75.0
2987856,30,0,57.95
2987857,30,0,19.999
2987858,30,0,57.95
2987859,30,0,280.0
2987860,30,0,47.95
2987861,30,0,100.0
2987862,30,0,50.0
2987863,30,0,40.0
2987864,30,0,49.0
2987865,30,0,226.0
2987866,30,0,57.95
2987867,30,0,107.95
2987868,30,0,12.024
2987869,30,1,83.38
2987870,30,0,57.95
2987871,30,0,49.0
2987872,30,0,37.46
2987873,30,0,25.0
2987874,30,0,265.0
2987875,30,0,57.95
2987876,30,0,57.95
2987877,30,0,59.0
2987878,30,0,265.01
2987879,30,0,40.0
2987880,30,0,57.95
2987881,30,0,6.888
2987882,30,0,418.0
2987883,30,0,16.95
2987884,30,0,48.95
2987885,30,0,43.986
2987886,30,0,36.373
2987887,30,0,50.149
2987888,30,0,403.0
2987889,30,0,211.4
2987890,30,0,226.0
2987891,30,0,25.0
2987892,30,0,77.0
2987893,30,0,109.36
2987894,30,0,280.0
2987895,30,0,16.012
2987896,30,0,57.95
2987897,30,0,207.95
2987898,30,0,171.0
2987899,30,0,47.95
2987900,30,0,16.012
2987901,30,0,59.574
2987902,30,0,48.95
2987903,30,0,107.95
2987904,30,0,57.95
2987905,30,0,291.95
2987906,30,0,153.0
2987907,30,0,50.0
2987908,30,0,80.0
2987909,30,0,107.95
2987910,30,0,70.0
2987911,30,0,450.0
2987912,30,0,83.198
2987913,30,0,100.0
2987914,30,0,160.0
2987915,30,0,822.47
2987916,30,0,325.0
2987917,30,0,83.198
2987918,30,0,123.5
2987919,30,0,42.95
2987920,30,0,171.0
2987921,30,0,75.95
2987922,30,0,105.95
2987923,30,1,774.0
2987924,30,0,488.0
2987925,30,0,240.0
2987926,30,0,23.926
2987927,30,0,117.0
2987928,30,0,16.918
2987929,30,0,18.67
2987930,30,0,305.0
2987931,30,0,265.0
2987932,30,0,23.926
2987933,30,0,113.0
2987934,30,0,105.95
2987935,30,0,35.95
2987936,30,0,77.0
2987937,30,0,300.0
2987938,30,0,15.0
2987939,30,0,46.95
2987940,30,0,600.0
2987941,30,0,50.0
2987942,30,0,226.0
2987943,30,0,50.0
2987944,30,0,164.95
2987945,30,0,68.95
2987946,30,0,408.5
2987947,30,0,171.0
2987948,30,0,100.0
2987949,30,0,30.0
2987950,30,0,100.0
2987951,30,0,14.138
2987952,30,0,107.95
2987953,30,0,47.95
2987954,30,0,179.95
2987955,30,0,450.0
2987956,30,0,226.0
2987957,30,0,39.394
2987958,30,0,60.0
2987959,30,0,73.97
2987960,30,0,97.0
2987961,30,0,226.0
2987962,30,0,250.0
2987963,30,0,59.0
2987964,30,0,25.86
2987965,30,0,35.0
2987966,30,0,117.0
2987967,30,0,365.0
2987968,30,0,14.138
2987969,30,0,15.0
2987970,30,0,250.0
2987971,30,0,44.95
2987972,30,0,88.938
2987973,30,0,1473.95
2987974,30,0,34.95
2987975,30,0,67.95
2987976,30,0,36.95
2987977,30,0,400.0
2987978,30,0,57.95
2987979,30,0,117.0
2987980,30,0,46.95
2987981,30,0,30.0
2987982,30,0,150.0
2987983,30,0,31.0
2987984,30,0,70.0
2987985,30,0,445.0
2987986,30,0,117.0
2987987,30,0,300.0
2987988,30,0,57.95
2987989,30,0,88.938
2987990,30,0,335.0
2987991,30,0,82.95
2987992,30,0,20.0
2987993,30,0,27.95
2987994,30,0,20.0
2987995,30,0,57.95
2987996,30,0,100.0
2987997,30,0,36.0
2987998,30,0,800.0
2987999,30,0,400.0
2988000,30,0,213.0
2988001,30,0,160.0
2988002,30,0,150.0
2988003,30,0,311.95
2988004,30,0,141.0
2988005,30,0,188.0
2988006,30,0,300.0
2988007,30,0,59.0
2988008,30,0,28.519
2988009,30,0,59.0
2988010,30,0,265.0
2988011,30,0,335.0
2988012,30,0,226.0
2988013,30,0,169.95
2988014,30,0,445.0
2988015,30,0,50.0
2988016,30,0,42.95
2988017,30,0,169.95
2988018,30,0,50.0
2988019,30,0,226.0
2988020,30,0,117.0
2988021,30,0,50.0
2988022,30,0,42.95
2988023,30,0,60.0
2988024,30,0,45.0
2988025,30,0,92.0
2988026,30,0,75.0
2988027,30,0,35.0
2988028,30,0,25.0
2988029,30,0,157.95
2988030,30,0,77.95
2988031,30,0,554.0
2988032,30,0,159.95
2988033,30,0,45.073
2988034,30,0,57.95
2988035,30,0,50.0
2988036,30,0,47.95
2988037,30,0,20.0
2988038,30,0,100.0
2988039,30,0,112.99
2988040,30,0,59.0
2988041,30,0,50.0
2988042,30,0,44.0
2988043,30,0,40.0
2988044,30,0,57.95
2988045,30,0,120.0
2988046,30,0,250.0
2988047,30,0,226.0
2988048,30,0,107.95
2988049,30,0,87.95
2988050,30,0,1134.7
2988051,30,0,524.0
2988052,30,0,73.97
2988053,30,0,21.95
2988054,30,0,219.99
2988055,30,0,411.95
2988056,30,0,200.0
2988057,30,0,117.0
2988058,30,0,44.5
2988059,30,0,600.0
2988060,30,0,59.0
2988061,30,0,53.97
2988062,30,1,90.872
2988063,30,0,107.95
2988064,30,1,90.872
2988065,30,0,335.0
2988066,30,0,737.0
2988067,30,0,250.0
2988068,30,0,169.95
2988069,30,1,90.872
2988070,30,0,126.0
2988071,30,0,60.0
2988072,30,0,203.0
2988073,30,0,92.95
2988074,30,0,77.0
2988075,30,0,77.0
2988076,30,0,35.95
2988077,30,0,600.0
2988078,30,0,38.95
2988079,30,0,171.0
2988080,30,0,30.0
2988081,30,1,2161.0
2988082,30,0,60.0
2988083,30,0,54.076
2988084,30,0,335.0
2988085,30,0,117.0
2988086,30,0,78.95
2988087,30,0,315.0
2988088,30,0,117.0
2988089,30,0,450.0
2988090,30,0,625.0
2988091,30,0,82.0
2988092,30,0,226.0
2988093,30,0,100.0
2988094,30,0,159.95
2988095,30,0,100.0
2988096,30,0,475.0
2988097,30,1,159.0
2988098,30,0,100.0
2988099,30,0,171.0
2988100,30,0,100.0
2988101,30,0,107.95
2988102,30,0,107.95
2988103,30,0,44.95
2988104,30,0,614.0
2988105,30,0,63.97
2988106,30,0,125.0
2988107,30,0,57.95
2988108,30,0,59.0
2988109,30,0,100.0
2988110,30,0,85.0
2988111,30,0,107.95
2988112,30,0,100.0
2988113,30,0,405.0
2988114,30,0,600.0
2988115,30,0,54.5
2988116,30,0,75.0
2988117,30,0,117.0
2988118,30,0,107.95
2988119,30,0,150.0
2988120,30,0,1420.0
2988121,30,0,209.95
2988122,30,0,159.95
2988123,30,0,200.0
2988124,30,0,107.95
2988125,30,0,115.0
2988126,30,0,77.0
2988127,30,0,117.0
2988128,30,0,124.0
2988129,30,0,25.0
2988130,30,0,57.95
2988131,30,0,100.0
2988132,30,0,160.0
2988133,30,0,107.95
2988134,30,0,47.95
2988135,30,0,97.0
2988136,30,0,335.0
2988137,30,0,75.0
2988138,30,0,43.97
2988139,30,0,50.0
2988140,30,0,80.0
2988141,30,0,43.97
2988142,30,0,57.0
2988143,29,0,100.0
2988144,29,0,40.0
2988145,29,0,97.0
2988146,29,0,25.95
2988147,29,0,108.43
2988148,29,0,35.95
2988149,29,0,30.0
2988150,29,0,300.0
2988151,29,0,300.0
2988152,29,0,28.95
2988153,29,0,66.0
2988154,29,0,100.0
2988155,29,0,25.0
2988156,29,0,40.0
2988157,29,0,171.0
2988158,29,0,100.0
2988159,29,0,120.0
2988160,29,0,70.0
